date,ticker,status,is_buy,size,price,value,commission
2025-03-04,VAKBN,Completed,False,-3796.0,27.200000762939453,100366.24202728271,0.0
2025-07-02,ASELS,Completed,True,674.0,148.8104013794951,100298.2105297797,0.0
2025-07-02,SNGYO,Completed,True,22988.0,4.349999904632568,99997.79780769348,0.0
2025-07-02,EKGYO,Completed,True,5602.0,17.8700008392334,100107.7447013855,0.0
2025-07-02,SELEC,Completed,True,1080.0,92.54228419656096,99945.66693228584,0.0
2025-07-02,TKFEN,Completed,True,915.0,109.78190877686662,100450.44653083295,0.0
2025-07-02,ALBRK,Completed,True,12619.0,7.933916106647254,100118.0873497817,0.0
2025-07-02,GARAN,Completed,True,759.0,131.67873304807782,99944.15838349106,0.0
2025-07-02,TRGYO,Completed,True,1495.0,66.83249514141635,99914.58023641743,0.0
2025-07-02,ANSGR,Completed,True,4519.0,22.231570303531274,100464.46620165782,0.0
2025-07-02,CIMSA,Completed,True,2014.0,49.289197907695325,99268.44458609838,0.0
2025-08-01,ASELS,Completed,False,-674.0,187.76076932102853,100298.2105297797,0.0
2025-08-04,CIMSA,Completed,False,-2014.0,50.37248213871701,99268.44458609838,0.0
2025-08-04,ASELS,Completed,True,542.0,186.0629344061511,100846.1104481339,0.0
2025-08-04,HALKB,Completed,True,3548.0,28.299999237060547,100408.39729309082,0.0
2025-09-02,ANSGR,Completed,False,-4519.0,21.1561935632423,100464.46620165782,0.0
2025-09-02,SELEC,Completed,False,-1080.0,86.8205810325549,99945.66693228584,0.0
2025-09-02,SKBNK,Completed,True,12594.0,8.029999732971191,101129.81663703918,0.0
2025-09-02,VAKBN,Completed,True,3465.0,28.920000076293945,100207.80026435852,0.0
2025-09-03,TKFEN,Completed,False,-915.0,98.88334022483616,100450.44653083295,0.0
2025-09-04,HALKB,Completed,False,-3548.0,24.57999992370605,100408.39729309082,0.0
2025-09-12,SKBNK,Completed,False,-12594.0,6.920000076293945,101129.81663703918,0.0
2025-09-30,VAKBN,Completed,False,-3465.0,25.8799991607666,100207.80026435852,0.0
2025-10-02,ECILC,Completed,True,1162.0,86.30084591303186,100281.58295094303,0.0
2025-10-02,SKBNK,Completed,True,14471.0,6.909999847412109,99994.60779190063,0.0
