simulation,sharpe,actual_sharpe,p_value
471,1.4575299069907268,1.2826121936672956,0.9045
472,1.9893750054591923,1.2826121936672956,0.9045
473,1.6189740077933656,1.2826121936672956,0.9045
474,1.4737833565577256,1.2826121936672956,0.9045
475,1.483473932448712,1.2826121936672956,0.9045
476,1.5317917066905928,1.2826121936672956,0.9045
477,1.911651290119819,1.2826121936672956,0.9045
478,1.192281765485442,1.2826121936672956,0.9045
479,1.2765457514304575,1.2826121936672956,0.9045
480,1.5297975545336024,1.2826121936672956,0.9045
481,1.3840578695135957,1.2826121936672956,0.9045
482,1.9059516301584363,1.2826121936672956,0.9045
483,1.5087806881655137,1.2826121936672956,0.9045
484,1.5086483746167056,1.2826121936672956,0.9045
485,1.356115371057269,1.2826121936672956,0.9045
486,1.4482152968997632,1.2826121936672956,0.9045
487,1.9260138169839172,1.2826121936672956,0.9045
488,1.5508623358273645,1.2826121936672956,0.9045
489,1.5988714332823295,1.2826121936672956,0.9045
490,1.3876169446526683,1.2826121936672956,0.9045
491,1.5637584894367347,1.2826121936672956,0.9045
492,1.811789580578146,1.2826121936672956,0.9045
493,1.6953302646240471,1.2826121936672956,0.9045
494,1.4332241237584302,1.2826121936672956,0.9045
495,1.8780216064584263,1.2826121936672956,0.9045
496,1.0908072958626456,1.2826121936672956,0.9045
497,1.982135667543348,1.2826121936672956,0.9045
498,1.7651876074221469,1.2826121936672956,0.9045
499,1.5207602099046262,1.2826121936672956,0.9045
500,1.4836444776799464,1.2826121936672956,0.9045
501,1.7479761864292416,1.2826121936672956,0.9045
502,1.8008840570710096,1.2826121936672956,0.9045
503,1.6159414043344338,1.2826121936672956,0.9045
504,1.5529483989705404,1.2826121936672956,0.9045
505,1.6581925356884806,1.2826121936672956,0.9045
506,1.8117825392955325,1.2826121936672956,0.9045
507,1.4828548531703933,1.2826121936672956,0.9045
508,1.4226742244666515,1.2826121936672956,0.9045
509,1.7497530012347504,1.2826121936672956,0.9045
510,1.7005967181552197,1.2826121936672956,0.9045
511,1.2995837246686688,1.2826121936672956,0.9045
512,1.3265169208882177,1.2826121936672956,0.9045
513,1.4628320773595722,1.2826121936672956,0.9045
514,2.00243473182539,1.2826121936672956,0.9045
515,1.646700928404627,1.2826121936672956,0.9045
516,1.4432504258432928,1.2826121936672956,0.9045
517,1.6898271803247802,1.2826121936672956,0.9045
518,1.55898621013325,1.2826121936672956,0.9045
519,1.7514048296031102,1.2826121936672956,0.9045
520,1.372243199547002,1.2826121936672956,0.9045
521,1.3543446008301252,1.2826121936672956,0.9045
522,1.459706673353339,1.2826121936672956,0.9045
523,1.657121977248364,1.2826121936672956,0.9045
524,1.4781120957014833,1.2826121936672956,0.9045
525,1.4397192709625495,1.2826121936672956,0.9045
526,1.6813004293669707,1.2826121936672956,0.9045
527,1.411804409914716,1.2826121936672956,0.9045
