factor,signal_date,date,n_stocks,raw_ic,rank_ic
momentum,2022-10-31,2022-11-30,73,-0.27999640519666275,-0.3814636554362582
momentum,2022-11-30,2022-12-31,73,-0.20873970344528528,-0.2516351968406763
momentum,2022-12-31,2023-01-31,73,-0.05342719751693647,-0.08293224731580896
momentum,2023-01-31,2023-02-28,73,-0.048868337763675794,0.02335554732815007
momentum,2023-02-28,2023-03-31,73,-0.341522935210897,-0.3515056152042454
momentum,2023-03-31,2023-04-30,73,0.3675271122856815,0.3224114525484389
momentum,2023-04-30,2023-05-31,73,0.19530733477871062,0.09092311489571765
momentum,2023-05-31,2023-06-30,73,0.31594414412893884,0.11569788967049244
momentum,2023-06-30,2023-07-31,73,0.17246443996534797,0.15611501912871778
momentum,2023-07-31,2023-08-31,73,0.42838872190656685,0.0035172158459829696
momentum,2023-08-31,2023-09-30,73,-0.25602024175164984,-0.15358509194125636
momentum,2023-09-30,2023-10-31,73,0.29912975114676194,0.08317906948043935
momentum,2023-10-31,2023-11-30,73,-0.351980244729956,-0.1511785758361101
momentum,2023-11-30,2023-12-31,73,-0.057049387285293254,0.21368628902875483
momentum,2023-12-31,2024-01-31,73,-0.319471692171617,-0.24953720844131808
momentum,2024-01-31,2024-02-29,73,-0.14021336569946857,-0.1529371837591016
momentum,2024-02-29,2024-03-31,73,0.03147382769654479,0.23330865111687032
momentum,2024-03-31,2024-04-30,73,0.14729199958612949,0.14454523016166854
momentum,2024-04-30,2024-05-31,73,0.11258111960073337,0.12322596569171913
momentum,2024-05-31,2024-06-30,73,0.35519329948383027,0.2530235715167222
momentum,2024-06-30,2024-07-31,73,-0.27459834452072934,-0.2809144761199556
momentum,2024-07-31,2024-08-31,73,-0.18854210483799624,-0.11637665062322597
momentum,2024-08-31,2024-09-30,73,-0.0061079526010905105,0.03600518326545724
